Age,Education,Income,Occupation,Gender,Marital Status,Settlement Size,component 1,component 2,component 3,Segment PCA
22,1,62263,0,1,1,0,-2.1569483973517363,-0.46245146707543894,0.10895060338278313,2
40,1,92567,0,1,0,0,-0.8553391537893288,-0.9089294218009816,1.7976011936641503,2
25,0,146349,1,1,0,0,-0.023222351225100586,-2.1766708479958954,-0.2957436450243365,1
26,1,141825,1,0,1,1,-0.2390917703735729,0.7611687430158246,-1.600600816891131,0
25,1,68582,0,1,1,0,-1.9864550214361654,-0.3618312397947253,0.2375480312214053,2
29,0,85476,0,1,0,0,-1.5206844609024872,-2.2922543683128054,0.796539939717988,2
31,0,111091,1,1,0,2,0.802700710073243,-2.3036110626915915,-0.5582816911468714,1
38,1,67110,0,1,0,0,-1.2614786184805729,-1.0455334369383675,1.8042436011570286,2
48,2,126154,0,0,1,0,-0.9238622437749441,2.425878572043258,1.0551988752693098,0
32,0,92257,1,1,0,2,0.571239881982643,-2.338599985037168,-0.424363700256389,1
27,1,93605,0,0,1,0,-2.218021519808429,0.6927709524704175,-0.35541170271087913,0
28,1,165190,2,1,1,0,0.9685452009875325,0.08018574114860696,-1.265445168287395,1
32,1,107195,1,1,1,0,-0.48929460523051344,-0.02597928265207996,-0.18567562400970572,0
34,1,145059,2,1,0,0,1.2418093172832225,-0.8511080614946614,0.018211382651216117,1
28,0,148363,1,1,0,0,0.08800277716008058,-2.090139094482499,-0.14842733455880094,1
36,1,105681,1,0,1,2,0.1137962551364957,0.8236352065970506,-1.2871918563159273,0
39,1,93732,0,1,0,0,-0.8671328357137025,-0.9317637847038871,1.7405110627353237,2
49,1,154778,1,1,0,2,2.1667024515704867,-0.613994172941614,0.6478254116037493,1
34,1,149356,1,0,1,2,0.6594181117625402,0.9132714628840864,-1.5811473103245042,0
31,0,145670,1,1,0,1,0.706592773573226,-2.1047298884299654,-0.3446406621300745,1
28,0,101589,1,1,0,2,0.5883860027083728,-2.4146479245835417,-0.6730388859073367,1
75,2,213333,2,1,0,1,4.15662497476985,1.4461325869422417,1.9499772111877514,3
30,1,122420,1,0,1,0,-0.9670835253291633,0.8899704397138987,-0.9441300036038902,0
24,1,209856,2,0,1,1,1.4125818919024669,0.9534712653532493,-2.6199596004875683,1
24,1,181003,0,0,1,0,-1.098284383806331,0.8988474722400209,-0.891506813045767,0
23,0,117804,1,1,0,1,0.10029231872060909,-2.409099097230781,-0.6396705668511871,1
44,2,160650,2,1,1,1,2.1850935176817896,1.4729633849881307,-0.3176842561527297,3
23,1,84611,0,0,1,0,-2.453175028407189,0.5567496400413866,-0.5244022790654711,0
24,1,98479,1,0,1,2,-0.3193469800323471,0.4803029792094987,-1.8801704374959283,0
28,0,122359,1,1,0,2,0.8743329251720664,-2.346676356605105,-0.763350428801875,1
31,1,81394,0,1,1,0,-1.6430727585550136,-0.1600213556315525,0.49398630488306705,2
24,1,150372,1,0,1,1,-0.17708779975160366,0.7358456714286906,-1.7418136672020983,0
26,1,92385,0,0,1,0,-2.2626502238837847,0.6621314769229009,-0.40213144221922065,0
25,1,149851,1,1,1,2,1.047470551384318,-0.24434939513184467,-1.4633158120696368,1
33,1,167939,2,1,0,1,2.1011402330611366,-0.8885967595750298,-0.49729580019788006,1
37,1,115426,0,1,0,0,-0.6241301077672178,-0.9140621955200771,1.5421327885228395,2
43,2,85402,0,0,1,0,-1.6240704130304897,2.159279616376509,0.972273051313618,0
23,0,95815,1,1,0,2,0.3697306237241361,-2.5667784399638314,-0.9080550876851359,1
23,1,97518,0,0,1,0,-2.2754804242551,0.598988880671992,-0.5805241415661839,0
34,1,87355,0,1,0,0,-1.0940898995436592,-1.0858676681867774,1.5081168089770434,2
32,0,145933,1,1,0,1,0.7380461668735339,-2.0772222756920473,-0.2937597215360285,1
23,1,97307,1,0,1,0,-1.5076499977175533,0.6212575776070107,-1.1991059172642942,0
29,1,108434,1,0,1,2,-0.043130499323473834,0.6461161679512648,-1.6633339449546276,0
38,1,151312,2,1,0,1,2.0113942153140685,-0.809775396543557,-0.1648761861725823,1
28,0,141847,1,1,0,1,0.5704625906508843,-2.197181746251162,-0.48409112853705333,1
46,1,130675,1,1,0,2,1.7513713255781544,-0.7728140326213894,0.596555883564668,1
23,0,69309,0,1,0,0,-1.9102560316731763,-2.5050437715211227,0.5546897848050597,2
49,1,121466,1,1,0,2,1.7080859912377686,-0.7230104884205574,0.792671734035278,1
26,0,153586,2,1,0,2,2.01931469845659,-2.274818012788545,-1.6226790715850925,1
28,1,92849,1,1,1,0,-0.7981307295743715,-0.17951546421065293,-0.33139478112637943,0
23,1,108539,1,0,1,2,-0.20868048500368483,0.48657825025787826,-1.9759375628420348,0
61,2,129556,1,1,0,2,2.4150174280466734,0.6902306925928883,1.8414136736130218,3
37,1,170146,2,1,0,0,1.6706874712825008,-0.6890679792394997,0.06520230894700313,1
36,1,135383,1,0,1,1,-0.04945482728819308,1.006555989090221,-1.0523447900003022,0
21,1,96769,1,1,1,2,0.2053441050109154,-0.5246523873410048,-1.4406041590966223,1
25,0,43684,0,1,0,0,-2.2073780351230203,-2.535609888086889,0.7701607251282042,2
36,1,103521,1,1,0,0,-0.04512713667164987,-0.9567100180905019,0.9223740321164552,2
27,0,118499,1,1,0,1,0.22119096407785727,-2.3002369587378615,-0.4345945068913101,1
22,1,119684,1,0,1,2,-0.08307646417468033,0.49640427485736993,-2.0764224553542747,0
42,1,126586,1,1,0,1,1.0115788753186818,-0.8070648259737774,0.7702340070912215,1
40,2,136812,1,0,1,2,0.9152794268789795,2.09910460832717,-0.7548322390872344,3
36,1,118277,1,1,0,1,0.7301907863351721,-0.9941382647538545,0.49421591264698383,1
33,1,144597,1,1,0,1,1.009048474564642,-0.9879446255324895,0.22369848247158586,1
23,1,106043,1,0,1,0,-1.3873788222412498,0.6498468707153215,-1.2370915522535424,0
63,2,272314,2,1,0,2,5.206810850934279,1.2336712860462258,0.7052270432086011,3
60,2,309364,2,0,1,2,4.618242589592937,3.219693184050014,-1.0841271417327354,3
37,1,170386,1,0,1,1,0.4602747377207679,1.1477531671420949,-1.1525193621725665,0
34,1,112458,1,1,1,0,-0.36117209538914075,0.044538172843681605,-0.10451103596997416,0
36,1,96840,1,1,0,1,0.43506107151311096,-1.0642926462056472,0.5874276866012551,1
57,2,281923,2,1,0,1,4.5999377587599675,1.1909545008687128,0.7152948798594415,3
52,2,95551,0,0,1,0,-1.2338527067118072,2.432315379068238,1.396364038238974,0
39,1,112347,1,1,0,2,1.3042160168352226,-1.0193224128441325,0.31207761946904766,1
38,1,260977,2,0,1,2,3.0782041466735857,1.4081074572152235,-2.4778958735673258,3
25,1,99354,1,0,1,0,-1.4238031403866882,0.6812504032222401,-1.1039576064537953,0
26,0,111509,1,1,0,2,0.6692924829375952,-2.435477738451157,-0.8202217770654012,1
26,0,105252,0,1,0,0,-1.3319200158411648,-2.3074765182513293,0.5544769504044998,2
25,1,108522,1,0,1,0,-1.2975844892000177,0.7112534525831598,-1.1438216519644901,0
21,1,94655,1,0,1,1,-1.027658502381741,0.47356634376286494,-1.6556200697203352,0
40,1,201699,2,1,0,1,2.760752590791056,-0.5915858643285395,-0.27991853417392654,1
27,0,139868,1,1,0,2,1.0875520742898983,-2.316023607950979,-0.891507091125422,1
27,1,102543,1,0,1,1,-0.7520664487548616,0.6592620247134319,-1.3777713946521883,0
30,1,134467,2,1,1,2,1.7455726214777425,-0.13850099814847078,-1.7558002165623177,1
19,1,111187,0,0,1,0,-2.198625502242656,0.5371341375783151,-0.8480573513641524,0
39,1,152302,2,1,0,1,2.05285643926585,-0.7798886152971978,-0.11715636698847083,1
31,1,110610,1,0,1,2,0.042492340337570315,0.706531156891926,-1.5687465483970602,0
31,0,137827,2,1,0,2,1.9415187013497948,-2.193156046916182,-1.2940336712927007,1
32,0,220923,1,1,0,2,2.3426239323299534,-1.9175297026340175,-0.9838256635721642,1
55,2,165717,2,0,1,2,2.5014475841842,2.6163617061328472,-0.7196477559564342,3
46,2,122299,1,1,1,0,0.3698658922735897,1.4635096482976782,0.9366172535544071,3
46,2,120499,1,1,1,0,0.34508474348039514,1.4576189972451417,0.9444439640604336,3
43,2,126449,0,0,1,0,-1.0589638494114602,2.2936093684617704,0.7937936145686927,0
39,1,108315,1,1,1,2,0.8652880652938149,-0.007222516408547167,-0.5543669794966088,1
28,1,112515,1,1,1,1,0.04478466041833062,-0.200875323836253,-0.7809024275872892,0
27,0,164559,1,1,0,1,0.8553130270859335,-2.149501743471286,-0.6348713323955196,1
27,0,59238,0,1,0,0,-1.937576190709001,-2.4314142714902087,0.8065782699359814,2
43,1,131133,1,1,0,0,0.529843830624625,-0.679818968772342,1.1664838626909924,2
22,1,109188,1,1,1,0,-0.7401822877497385,-0.2859262545779956,-0.714586631433139,0
43,1,115393,1,1,0,1,0.8853140238551924,-0.817047934601337,0.8709276118836218,1
27,1,94711,1,1,1,2,0.3440065442505102,-0.3715058260396205,-1.1195085603101753,1
26,1,171860,2,1,1,0,1.004707940340154,0.048720029547244983,-1.3984964988095785,1
28,1,139414,1,1,1,2,0.9872789666450192,-0.19856458398241028,-1.2618604057649159,1
20,1,110931,1,0,1,1,-0.8314144401872479,0.5001839964460036,-1.7784154353472532,0
35,1,187549,2,1,0,2,2.9989498382113218,-0.8568460375651139,-0.8425109290737505,1
42,1,145508,2,1,0,0,1.4706515741008321,-0.6364632859757328,0.4324551328966217,1
40,1,104240,0,1,0,0,-0.6946334038654627,-0.8707285497252818,1.7468449760325686,2
35,1,108272,1,0,1,1,-0.4505328221438814,0.8911860433198016,-0.9864859952244603,0
35,1,144004,1,1,0,2,1.6287172191209895,-1.0223099164194607,-0.033670517319144624,1
33,1,81083,0,1,0,0,-1.2082710278985813,-1.1330402376884134,1.4833640369556162,2
23,1,166763,1,0,1,1,0.020739502504677564,0.762839671262408,-1.8651090726669022,0
31,1,175530,2,0,1,1,1.1348335292249199,1.0276650119536255,-2.106532661400662,0
33,1,112422,1,0,1,1,-0.4490636911017323,0.851473420244888,-1.1085799310382067,0
20,1,154134,1,0,1,2,0.3355420048862422,0.5558509445001557,-2.330266018019466,0
30,0,112401,1,1,0,1,0.2207357152350422,-2.2402524059678957,-0.25200582107861563,1
47,1,85690,0,1,0,0,-0.7551887646755445,-0.7449065192333404,2.191675145706657,2
34,1,145896,2,1,0,2,2.3976676957163927,-1.0198058986721927,-0.713421009754222,1
25,1,122552,1,0,1,2,0.0399059425823831,0.5857308150368039,-1.932819484206598,0
21,1,115494,1,1,1,2,0.4631368889845632,-0.46337325347503394,-1.5220236892218135,1
29,0,109467,1,1,0,0,-0.41965772153555686,-2.190782595392514,0.07272369309384936,2
46,1,148226,1,1,0,2,1.9930012936166854,-0.7153769122752395,0.5202411079584071,1
20,0,88559,1,1,0,1,-0.38583028899094884,-2.5847465834173016,-0.6685817918780531,1
55,2,62393,0,0,1,0,-1.6068512257456453,2.4037438110150706,1.6966142719922657,0
74,2,122133,0,1,0,0,0.7595759492736978,1.1608260811212725,3.8975009997333663,3
29,0,230883,2,1,0,2,3.166983840507359,-1.9419163241706408,-1.8027062316891058,1
36,1,136689,2,1,0,2,2.3265773038702524,-0.996642732470989,-0.5693383655910447,1
33,1,109145,1,1,1,0,-0.4346157685890282,0.007049179155632086,-0.14213005042880825,0
25,0,100449,1,1,0,2,0.48919349879277596,-2.49831943975254,-0.8241554991407984,1
25,1,106253,1,1,1,0,-0.697091551240957,-0.2155905188751561,-0.5457512152485344,0
23,1,84747,0,1,1,0,-1.819571722199443,-0.3622237670939569,0.06321080277993256,2
37,1,149465,1,0,1,1,0.17224895221942285,1.0792874389920295,-1.0615512452300229,0
65,2,84435,0,1,0,0,-0.009917239324825676,0.7976339040704711,3.593197817102744,2
26,1,51681,0,0,1,0,-2.8230346019272226,0.5289242211215404,-0.22514342864294307,0
39,1,139198,2,1,0,1,1.8724496760513947,-0.822772554959664,-0.060177914504598536,1
30,1,106577,1,0,1,1,-0.6130313645017624,0.7524043977413422,-1.2392383926434156,0
29,0,117372,1,1,0,2,0.8335079678255572,-2.3363498094370856,-0.6896415825652522,1
41,1,69609,0,1,0,0,-1.1435763472261142,-0.9574144802247035,1.9494510479584402,2
30,1,178947,2,0,1,2,1.7262113900239773,0.9264820130757463,-2.5374113628170956,1
41,2,81743,0,0,1,0,-1.7301101658361489,2.094011385485342,0.8841339945785157,0
34,1,111900,1,0,1,1,-0.4284176321362341,0.8764120546071167,-1.0542856750290326,0
35,1,121650,1,1,0,0,0.1766277414749491,-0.9240282674071684,0.7915215028408328,2
55,2,172639,2,0,1,2,2.5967448685989174,2.639014532013768,-0.7497458060246089,3
61,2,175740,1,1,1,1,2.0952608864936835,1.9523851580170528,1.1206177302293092,3
30,0,220050,2,1,0,2,3.0456752188025082,-1.950721302587693,-1.7035779689979105,1
29,1,95200,1,0,1,1,-0.7974945842951612,0.6885252873379292,-1.2417937440352513,0
34,1,113609,1,1,0,1,0.6102598229004385,-1.0627085328183608,0.41046416196776014,1
35,1,143552,2,1,0,2,2.3932297251812242,-1.0008299122086985,-0.6512043834439485,1
31,0,130973,1,1,0,2,1.076422265798961,-2.2385455492324065,-0.6447320568584366,1
29,1,145946,2,0,1,2,1.2440439693950023,0.7918365480278601,-2.4459418319965347,1
36,1,126206,1,1,0,1,0.8393517467691933,-0.968189946867431,0.4597392528679374,1
35,1,120426,1,1,0,0,0.1597765602955768,-0.9280339101228935,0.796843665984931,2
27,1,91925,1,0,1,2,-0.3260801199027715,0.5387952337128218,-1.695598985021707,0
32,0,129630,1,1,0,2,1.085765367453785,-2.2162937062669186,-0.5868679512240143,1
37,1,124268,1,1,0,2,1.4126708741395464,-1.0336037862916783,0.15619403513178398,1
36,1,105240,1,1,0,1,0.5507064325480184,-1.0368029412938098,0.5509030375731317,1
34,1,162180,2,0,1,0,0.4623702132331338,1.149635281108185,-1.5284145425836198,0
38,1,106552,1,1,0,2,1.196601892910497,-1.0649339598168468,0.2852507691635234,1
34,1,105843,1,1,0,2,1.0755105052848573,-1.1738419144846186,0.08023558361869274,1
63,2,138327,1,1,0,1,2.019268071302839,0.8579468674317403,2.2713213585210763,3
29,1,76154,0,0,1,0,-2.4026095731273998,0.6889549368510033,-0.17548272443010063,0
32,0,155012,1,1,0,1,0.8630395279254297,-2.047510486299837,-0.3332367796939252,1
26,1,114369,1,0,1,1,-0.617086893299099,0.6713166789611331,-1.481217392639208,0
35,1,102839,0,1,0,0,-0.8530843585871217,-1.0085480556318265,1.492814215897629,2
22,1,132796,1,1,1,0,-0.41516375402210826,-0.20866709344006026,-0.817238287892179,0
23,1,89742,1,0,1,2,-0.4674645149290603,0.4250634903498057,-1.8942049642966028,0
28,0,58615,0,1,0,0,-1.9183206295368986,-2.4068061681037056,0.8613116913679932,2
36,1,130603,2,1,0,2,2.2427894863394844,-1.016559678196399,-0.5428753877356686,1
33,1,110340,1,1,1,0,-0.4181638392513241,0.01095991693773275,-0.14732611657030914,0
26,1,117729,1,0,1,2,0.0013388232370316713,0.596594065967388,-1.8598237382605252,0
24,0,130808,1,1,0,0,-0.26501262856008917,-2.2541769978341772,-0.28019320611223075,2
25,0,147402,1,1,0,2,1.1356097650632537,-2.344661807047123,-1.0283152426904982,1
39,1,93567,0,1,0,0,-0.8694044410197453,-0.9323037610503697,1.7412285111983765,2
44,1,109289,1,1,0,1,0.8291109869520173,-0.8103768636698078,0.9494933668064844,1
23,1,98742,0,0,1,0,-2.258629243075727,0.602994523387717,-0.5858463047102818,0
26,0,101270,1,1,0,0,-0.6160060960253612,-2.297548735271375,-0.04770786678348509,2
57,2,187835,1,0,1,1,1.5187151178735965,2.8047978463845253,0.2717241106457516,3
30,1,140741,1,0,1,0,-0.7148527325290991,0.9499274496769672,-1.0237928720377292,0
44,1,133265,1,1,0,2,1.7313634609995354,-0.8176318866085007,0.48124509685614447,1
47,1,148100,2,1,0,2,2.7898345331849908,-0.6661831225397202,-0.04668575244006187,1
52,1,131021,1,1,0,2,1.9231303657615495,-0.6118001795809505,0.9071984756530661,1
62,2,152620,1,0,1,2,1.745230009044308,2.7370699245883228,0.32097106915321366,3
35,1,85033,0,1,0,0,-1.0982249893713554,-1.0668196848770857,1.5702377754922439,2
26,0,114514,1,1,0,1,0.13849566199517732,-2.339925128818858,-0.4692915494278943,1
26,0,99307,1,1,0,1,-0.07086374339266052,-2.3896913124610375,-0.40316889016948126,1
42,2,219451,2,0,1,2,2.8793962473787755,2.445800729209704,-1.629611086762875,3
27,1,114007,1,0,1,0,-1.1664056376741507,0.7824974217087345,-1.0636223582205018,0
38,1,102846,1,1,0,0,0.0012451167619514608,-0.9056251659002751,1.0293580684810668,2
39,1,81483,0,1,0,0,-1.0357685532513907,-0.9718496651163987,1.7937718277288337,2
20,1,107779,1,1,1,2,0.32908953968043003,-0.5152681615704535,-1.5405020483209095,1
29,0,222360,2,1,0,2,3.049645100971583,-1.9698085569044022,-1.7656467574430699,1
40,1,107125,1,1,0,0,0.11582059859637767,-0.8383279329798999,1.1148012582640932,2
32,1,80080,0,1,1,0,-1.6333304050585216,-0.13767460773244017,0.5517243135148926,2
28,1,129600,1,1,1,0,-0.29216850774176617,-0.05924473263744618,-0.4911944687969222,0
27,1,118613,1,0,1,1,-0.5308258592511759,0.7118524482769112,-1.4476465267809906,0
42,1,146237,1,1,0,1,1.28212018361594,-0.7427552793996685,0.6847880692279299,1
49,2,144461,1,1,1,2,1.9028098237282625,1.4445404326755076,0.2683336124023503,3
38,1,124487,1,1,0,0,0.2991833617805743,-0.8348031773291947,0.9352592673361128,2
24,1,97826,1,0,1,0,-1.4726721743666578,0.6496029718279561,-1.1493381088311057,0
27,0,64105,0,1,0,0,-1.8705707178331803,-2.4154866055609334,0.7854157143621864,2
36,1,156374,1,1,0,2,1.8268513726653004,-0.955181130185398,-0.0354329012231335,1
34,1,205383,2,1,0,2,3.216643361416814,-0.8251296991376128,-0.9720807474608855,1
28,1,98964,1,1,1,2,0.43039148404239935,-0.3309406034685796,-1.0859768280044881,1
45,1,221842,2,1,0,2,3.749397945791577,-0.478150085587897,-0.47137770910680293,1
26,0,88027,1,1,0,2,0.34600862962548845,-2.512324554015414,-0.718117990341783,1
32,0,160513,2,1,0,2,2.2816763720888797,-2.0922672849832487,-1.340651802741228,1
26,0,124536,1,1,0,2,0.8486391636758976,-2.3928457877503826,-0.8768654202665163,1
20,1,93634,1,1,1,0,-1.0099841321637582,-0.39012187117467606,-0.7510041762409161,0
54,1,124725,1,1,0,0,0.7477814541916231,-0.4076735316772673,1.766616561679133,2
37,1,102456,1,0,1,0,-1.0471058552467885,1.0111650365456806,-0.4931515180100681,0
40,1,74975,0,1,0,0,-1.0975335813281495,-0.9665007180877725,1.8740942443430484,2
23,1,153861,1,0,1,1,-0.1568862651229862,0.7206167935513937,-1.8090089510287055,0
43,1,119351,1,1,0,2,1.5119725887126174,-0.8898135424120729,0.48972105910530267,1
36,1,95438,1,1,0,2,0.9879268821863573,-1.1545993038172697,0.22952733844088105,1
44,1,147967,1,1,0,2,1.9337703774203936,-0.7695183578449494,0.417318264711922,1
24,1,116863,1,0,1,1,-0.6384164191466887,0.6261846569178863,-1.5961107547874098,0
53,1,170622,1,1,0,1,1.9239944265100692,-0.369837165715283,1.1510274923204755,1
23,1,132426,1,0,1,1,-0.4519884453352769,0.650468957267437,-1.715805873419441,0
26,1,77519,0,0,1,0,-2.4673149783058004,0.6134812443967846,-0.3374915097844489,0
30,0,169405,1,1,0,2,1.5776947350279085,-2.139420527260379,-0.863865532469534,1
31,1,120030,1,0,1,0,-0.9721547918890471,0.9087958873171617,-0.8817133613584627,0
42,1,77933,0,1,0,0,-1.0011447092469505,-0.9035265685231756,1.965281370002997,2
31,1,109892,1,1,1,1,0.09217079605126598,-0.1295185419509738,-0.6134236412237292,0
41,1,69062,0,1,0,0,-1.1511070629982687,-0.9592045836278908,1.9518294983177717,2
32,0,116348,1,1,0,0,-0.24142712027455482,-2.0883231759498426,0.19887744798559015,2
28,1,137188,1,0,1,1,-0.2472655788947697,0.7992876177226348,-1.476389321068254,0
41,1,110199,1,1,1,0,-0.1974442923159278,0.22367386794499683,0.2694830554520716,0
26,1,109890,1,1,1,1,-0.04701969913612702,-0.2627597029561304,-0.8735374946908533,0
25,0,109751,1,1,0,2,0.6172569688340506,-2.467877864146598,-0.8646021997669421,1
33,1,129651,1,1,1,1,0.41986415750716477,-0.011561709978784248,-0.5952901617925302,1
75,3,170113,2,0,1,1,2.808015761549546,4.316407842451115,1.1253488985581535,3
37,1,140285,1,0,1,1,0.04586509337413116,1.049245118624093,-1.0216350216492882,0
42,1,198029,2,1,0,2,3.338059338215926,-0.6360208959314301,-0.5239082071718553,1
45,2,120262,0,0,1,0,-1.0884769805045746,2.326655738095562,0.9247447777717585,0
23,1,105137,1,1,1,1,-0.19595347560161916,-0.35825506382113737,-1.008944160669718,0
60,2,127371,1,1,0,0,1.212768130512854,0.8278701634813892,2.526882892590547,3
31,0,145689,1,1,0,0,0.13468678024387531,-2.0189492143770416,0.019273208602429804,1
34,1,102617,0,1,0,1,-0.3118057202649728,-1.1216399873875842,1.0777585142208785,2
61,2,90709,0,1,0,0,-0.03487153693775619,0.7115784029026226,3.3578193429670344,2
43,1,107099,1,1,0,1,0.7711279971381063,-0.844190745617858,0.9069913546263907,1
37,1,116021,1,0,1,2,0.2839827797640373,0.8841206474774191,-1.28012745003812,0
32,0,100426,1,1,0,2,0.6837049955890907,-2.311866247010407,-0.4598839214362389,1
24,1,62249,0,0,1,0,-2.7332069081324493,0.5102150416328379,-0.3751439355831769,0
35,1,172957,1,1,0,1,1.4551544253373545,-0.8418402992809294,0.20443333020148835,1
23,1,95003,1,0,1,1,-0.9672022960506745,0.5279990493012835,-1.5530842138266483,0
45,1,109698,0,1,0,0,-0.48032849322492027,-0.719632170863103,1.9832352003214262,2
34,1,157376,1,1,1,0,0.2572277054401419,0.19153609727581403,-0.2998222484753603,0
27,0,123191,1,1,0,2,0.8579547307209521,-2.3706004899527304,-0.8189926182870869,1
67,3,171052,2,0,1,0,2.026114951790298,4.192023908368955,1.0690663708881687,3
22,0,99328,1,1,0,0,-0.754072570574339,-2.4104917859101347,-0.2473617556316879,2
28,1,133799,1,0,1,2,0.2782445969717669,0.7024783358657953,-1.8256498504644754,0
29,1,138256,1,0,1,2,0.3674380669602179,0.7437111655561236,-1.7930051453494713,0
27,0,115638,1,1,0,0,-0.39036486732060427,-2.2238813263689963,-0.05815789934916321,2
31,0,82238,0,1,0,0,-1.5095978098894178,-2.249557148704607,0.9146683422086813,2
49,1,127543,1,1,0,1,1.2195823309024023,-0.6174045009919302,1.1302443757425,1
24,0,63987,0,1,0,0,-1.9556930361561966,-2.495813539965659,0.6298552688303036,2
29,1,114784,1,0,1,0,-1.1000432575473729,0.8383340657480074,-0.9629518683307509,0
37,1,217450,1,1,0,1,2.123368305821515,-0.6429393766790512,0.11501911093487749,1
37,1,173751,2,1,0,2,2.8646537496376503,-0.848707304131797,-0.6784658249477024,1
23,1,122850,1,0,1,0,-1.1559917290372388,0.7048491886264227,-1.3101712875173122,0
36,1,104953,1,1,1,0,-0.4088305343208274,0.0732712768734503,0.032171018592504826,0
34,1,152371,1,1,0,1,1.1439080948569964,-0.9358566349859039,0.24192029939298448,1
41,1,139905,1,1,0,0,0.5949454448457435,-0.7044057089779089,1.0242926735667712,1
31,1,156700,1,0,1,1,0.10485985037003193,0.9430830446345239,-1.405157333066302,0
23,1,86488,0,0,1,0,-2.4273337971378415,0.562892280055615,-0.5325637988542553,0
38,1,147472,1,1,0,0,0.6156248645647825,-0.7595828359722208,0.8353165223466584,1
26,1,169991,2,0,1,0,0.34724589476651624,0.9620220487525631,-1.9785741977066802,0
22,1,62381,0,0,1,0,-2.7870548081186657,0.45735317637509554,-0.47976691427847074,0
27,0,70926,0,1,0,0,-1.7766639312118586,-2.393164310655738,0.7557568297168497,2
24,1,113004,1,0,1,1,-0.6915444486983207,0.6135557555780317,-1.5793311570969895,0
27,1,125760,1,0,1,0,-1.0045985033594764,0.82096010049788,-1.114726429652351,0
33,1,111918,1,0,1,2,0.11616515935834079,0.7641055429916974,-1.4703849381065872,0
27,1,120674,1,1,1,1,0.12927950886040251,-0.200821234816136,-0.8684036770045317,0
27,1,63597,0,1,1,0,-1.9994198520573796,-0.3248512242914054,0.36327269107544724,2
30,0,103069,1,1,0,1,0.09225922604721408,-2.27079215909138,-0.21142867527737205,1
49,1,108079,0,1,0,0,-0.39128739137181195,-0.6183427915566116,2.1983729314540503,2
26,1,101159,1,0,1,1,-0.798952990831376,0.6280858454033508,-1.423778033869981,0
33,1,88211,0,1,0,0,-1.1101376786775312,-1.109713259520369,1.4523702633517515,2
52,2,159052,2,0,1,1,1.7540231486562132,2.6003276597749605,-0.48274423009883016,3
20,1,102623,1,0,1,2,-0.37362563705055757,0.387276874296149,-2.1062873041995065,0
36,1,115589,1,1,0,0,0.12101669868183379,-0.9172164753671624,0.8699002863460513,2
21,0,59127,0,1,0,0,-2.1060999142443952,-2.5916590673098994,0.49491385730929666,2
47,2,82240,0,1,1,0,-0.9245413098717323,1.336100920149208,1.7823244459247676,2
60,2,129425,1,1,0,1,1.8132137468690332,0.7488735558906365,2.153955260258601,3
58,2,87058,0,0,1,0,-1.183782874407882,2.564402862856805,1.7454401270844653,3
42,2,128462,1,0,1,2,0.8559876153193767,2.1250723789461645,-0.6144759787594265,3
36,1,121403,0,0,1,0,-1.584824649572475,1.0235645487322673,-0.008061612297112015,0
20,1,88141,0,0,1,0,-2.4880742185093307,0.48836109176980225,-0.6958248578895678,0
40,1,134946,2,1,0,2,2.413911259917607,-0.8957591535703388,-0.3536614610680047,1
32,1,94058,0,0,1,0,-2.072621970117852,0.8274880488226263,-0.09725887504276519,0
23,1,99285,1,0,1,1,-0.9082506965326421,0.5420122536384843,-1.5717030884859844,0
36,1,108432,0,1,0,0,-0.748251230249188,-0.9635975706105638,1.5205193970488295,2
31,0,111369,1,1,0,0,-0.3378071234130323,-2.131264294445405,0.16850248891733347,2
32,0,122612,1,1,0,2,0.9891464217700973,-2.2392607002039755,-0.5563524765955178,1
45,2,134350,1,0,1,0,-0.12378786141486882,2.395719112475148,0.24398848344827478,3
30,1,108838,1,0,1,2,-0.009735916034365584,0.6740852150216313,-1.6130660966835533,0
34,1,90852,0,0,1,0,-2.0610947653484586,0.8702899911162033,0.020730385927820567,0
28,1,151580,2,0,1,2,1.2937763730021763,0.7836273626548351,-2.5224639458428237,1
23,1,115681,1,0,1,1,-0.6825219656364109,0.5956695395592564,-1.6429957248508786,0
22,0,131699,1,1,0,1,0.2637564279836605,-2.3902734668565806,-0.7521129337476343,1
74,2,192481,2,1,0,1,3.841716541190053,1.3512457439150591,1.9886207942651384,3
50,2,155122,1,0,1,2,1.445684700480553,2.4254948515417802,-0.3142021779992753,3
33,1,106015,1,1,0,2,1.0500458896095712,-1.1999259532181734,0.027463187985690973,1
45,1,108378,1,1,0,0,0.2722339921950409,-0.7009927694932305,1.3694755479295284,2
22,1,105257,1,0,1,1,-0.8538649438743013,0.5349092016297696,-1.6496948846384047,0
48,2,118788,0,0,1,0,-1.0252722115586501,2.4017727189027114,1.0872275139289718,0
29,1,162955,1,0,1,2,0.7074767303175014,0.82454071574868,-1.9004006580096642,0
22,1,119511,1,0,1,2,-0.08545820791980406,0.4958381178395427,-2.075670221511196,0
22,1,102000,1,0,1,0,-1.470872628007266,0.6099688907670769,-1.2715364007849328,0
48,1,254449,2,1,0,1,3.7096386604047016,-0.20578167731032396,-0.09308855402612547,1
27,0,208446,2,1,0,2,2.8024216365691403,-2.068637135875438,-1.8091953051563376,1
37,1,124805,1,1,0,0,0.27572877261851403,-0.8604094188107108,0.8818520385176222,2
