,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1539,4,50.3,217.1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1540,63,80.3,4896.35,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
1541,72,19.85,1434.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1542,46,21.1,937.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
1543,5,69.95,330.15,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1544,30,50.0,1474.9,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1545,63,104.75,6536.5,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0
1546,60,19.85,1128.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1547,63,107.5,6873.75,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0
1548,25,85.9,2199.05,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1549,1,45.85,45.85,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1550,6,80.8,457.1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1551,22,25.25,566.5,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1552,31,80.55,2471.6,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
1553,39,81.5,3107.3,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1554,26,20.9,518.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1555,53,106.1,5769.75,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
1556,1,91.7,91.7,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
1557,12,67.25,832.3,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
1558,16,95.6,1555.65,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
1559,2,20.35,45.3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1560,39,45.05,1790.6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1561,1,74.95,74.95,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1562,7,34.65,246.6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1563,4,69.35,261.65,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1564,10,95.35,898.35,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1565,55,81.55,4509.5,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
1566,72,75.4,5480.25,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
1567,10,67.8,653.15,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
1568,11,111.4,1183.05,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
1569,15,46.3,639.45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1570,23,20.4,478.75,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1571,1,20.05,20.05,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1572,3,45.0,127.1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1573,47,96.1,4391.45,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0
1574,15,19.65,270.6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1575,66,99.5,6710.5,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1576,68,60.65,3975.9,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
1577,17,98.6,1704.95,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
1578,7,59.5,415.95,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
1579,12,80.45,950.2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1580,21,71.7,1497.05,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1581,21,36.0,780.15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1582,56,65.2,3512.15,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1583,6,48.95,273.25,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1584,65,53.5,3517.9,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
1585,42,80.45,3375.9,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0
1586,68,109.05,7508.55,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0
1587,48,26.3,1245.05,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1588,50,106.8,5347.95,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0
1589,7,64.95,493.65,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1590,63,19.35,1263.85,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1591,17,21.1,385.55,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1592,42,77.95,3384.0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1593,4,18.85,84.2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1594,62,26.0,1638.7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1595,2,74.7,165.4,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1596,2,70.35,120.25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1597,48,96.9,4473.45,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
1598,27,19.55,520.55,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1599,70,80.4,5717.85,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
1600,1,88.8,88.8,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1601,46,94.65,4312.5,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1602,30,90.25,2755.35,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1603,15,64.65,994.55,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1604,69,95.75,6511.25,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
1605,65,19.55,1218.65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1606,72,104.1,7447.7,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1607,13,89.05,1169.35,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1608,17,20.1,279.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1609,51,111.55,5720.35,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
1610,51,60.5,3121.45,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1611,72,90.95,6468.6,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
1612,67,87.4,5918.8,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1613,34,19.7,675.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1614,67,50.95,3521.7,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0
1615,49,20.05,923.1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1616,53,19.4,1110.35,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1617,27,59.45,1611.65,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1618,23,94.75,2293.6,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
1619,69,81.5,5553.25,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
1620,2,29.05,44.75,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1621,35,86.45,3029.1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1622,46,70.6,3231.05,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1623,54,97.2,5129.45,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0
1624,56,98.25,5508.35,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0
1625,9,75.75,655.9,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1626,20,59.2,1191.2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1627,11,75.9,866.4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1628,30,90.05,2627.2,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1629,68,70.95,4741.45,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
1630,38,102.6,4009.2,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
1631,17,85.35,1463.45,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1632,48,106.1,5082.8,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0
1633,1,43.8,43.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1634,63,59.0,3707.6,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
1635,3,69.95,220.45,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
1636,48,24.35,1133.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1637,66,29.45,1983.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1638,68,84.4,5746.75,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0
1639,17,45.05,770.6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1640,7,20.65,134.05,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1641,72,87.1,6230.1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
1642,29,19.85,573.05,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1643,37,90.35,3419.3,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
1644,34,109.8,3587.25,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1
1645,42,84.65,3541.35,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1646,59,65.5,3801.3,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1647,11,79.5,868.5,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1648,60,80.95,4859.1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1649,27,56.15,1439.35,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1650,1,85.8,85.8,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1651,1,79.1,79.1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1652,17,34.4,592.75,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1653,58,20.75,1185.95,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1654,1,18.8,18.8,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1655,3,44.3,134.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1656,53,90.8,4921.2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
1657,35,25.6,901.25,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1658,50,105.95,5341.8,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0
1659,68,70.8,4859.95,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1660,47,25.4,1139.2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1661,65,108.8,7082.45,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
1662,5,69.75,324.6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1663,51,94.65,4812.75,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1664,46,96.05,4399.5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1665,9,76.85,663.55,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1666,8,20.25,174.65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1667,14,24.8,321.7,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1668,45,115.65,5125.5,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0
1669,8,74.6,548.9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1670,1,50.15,50.15,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1671,66,103.15,7031.3,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
1672,72,72.1,5016.65,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0
1673,41,113.6,4594.95,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
1674,23,25.1,611.45,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1675,29,78.9,2384.15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1676,4,80.15,319.85,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1677,6,25.4,153.3,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1678,67,105.4,7035.6,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
1679,7,45.75,344.2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1680,56,24.45,1431.65,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1681,72,25.0,1849.2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1682,72,85.25,6083.1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0
1683,23,19.6,426.65,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1684,35,50.15,1655.35,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1685,27,70.55,1943.9,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1686,26,60.05,1616.15,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1687,12,26.4,314.95,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1688,40,20.15,804.85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1689,7,58.85,465.7,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
1690,70,97.55,6669.05,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
1691,60,19.65,1161.75,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1692,39,25.25,947.75,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1693,72,114.45,8375.05,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
1694,1,34.7,34.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1695,54,70.7,3770.0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0
1696,3,85.3,264.8,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1697,63,75.55,4707.85,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
1698,71,84.8,6152.4,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0
1699,42,20.65,958.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1700,47,20.45,943.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1701,66,102.45,6615.15,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0
1702,21,104.4,2200.25,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0
1703,11,35.65,425.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1704,1,99.75,99.75,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
1705,55,90.45,5044.8,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
1706,69,97.65,6743.55,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
1707,3,73.85,196.4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1708,4,74.4,299.7,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
1709,30,69.1,2093.9,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
1710,5,82.75,417.75,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
1711,71,24.4,1725.4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1712,29,55.25,1620.2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1713,52,61.35,3169.55,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1714,68,76.75,5233.25,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
1715,46,19.4,967.85,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1716,8,54.75,438.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1717,72,19.7,1421.9,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1718,17,19.9,323.15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1719,3,107.95,318.6,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0
1720,2,83.8,163.7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1721,9,74.25,639.65,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1722,51,56.4,2928.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0
1723,6,20.1,100.35,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1724,3,94.9,273.2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1725,17,94.2,1608.15,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1726,30,49.9,1441.95,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1727,31,71.05,2168.15,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0
1728,45,81.65,3618.7,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
1729,64,89.45,5692.65,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1730,1,59.85,59.85,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1731,1,69.6,69.6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1732,61,99.0,5969.3,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0
1733,1,19.05,19.05,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1734,9,45.4,418.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1735,72,114.45,8100.55,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
1736,1,19.5,19.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1737,7,44.25,313.45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1738,66,90.55,6130.95,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
1739,1,69.9,69.9,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1740,40,20.4,745.3,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1741,16,71.4,1212.1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1742,2,87.15,183.75,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1743,67,24.85,1583.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1744,41,104.45,4162.05,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
1745,56,19.8,1119.9,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1746,72,116.45,8013.55,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
1747,3,84.75,264.85,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1748,54,20.05,1102.4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1749,52,110.75,5832.0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
1750,50,89.7,4304.5,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0
1751,14,89.95,1178.4,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
1752,27,48.7,1421.75,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1753,72,96.6,6827.5,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1754,62,74.3,4698.05,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
1755,12,54.3,654.5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1756,44,74.85,3268.05,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1757,54,79.95,4362.05,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1758,68,20.05,1386.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1759,20,19.4,415.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1760,50,54.9,2614.1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1761,58,24.45,1513.6,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1762,35,89.65,3161.6,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1763,2,45.4,80.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1764,63,75.7,4676.7,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1
1765,58,110.65,6526.65,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0
1766,27,20.55,583.3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1767,71,115.15,8078.1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
1768,63,58.55,3503.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1769,71,93.25,6669.45,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
1770,41,113.2,4689.5,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
1771,13,90.5,1201.15,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1772,2,79.0,143.65,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1773,68,19.35,1292.65,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1774,1,48.75,48.75,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1775,65,109.05,7108.2,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
1776,72,25.0,1802.55,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1777,28,54.9,1505.15,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1778,72,24.75,1859.1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1779,2,91.15,168.5,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
1780,18,20.15,390.85,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1781,60,104.35,6339.45,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0
1782,26,66.05,1652.4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1783,1,71.65,71.65,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1784,4,20.35,77.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1785,68,92.2,6392.85,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0
