CustomerID,Age,Education,Income,Occupation,Gender,Marital Status,Settlement Size
575,27,Unknown,70926,Unemployed,Male,Single,Small City
576,24,High School,113004,Official,Female,Married,Mid City
577,27,High School,125760,Official,Female,Married,Small City
578,33,High School,111918,Official,Female,Married,Big City
579,27,High School,120674,Official,Male,Married,Mid City
580,27,High School,63597,Unemployed,Male,Married,Small City
581,30,Unknown,103069,Official,Male,Single,Mid City
582,49,High School,108079,Unemployed,Male,Single,Small City
583,26,High School,101159,Official,Female,Married,Mid City
584,33,High School,88211,Unemployed,Male,Single,Small City
585,52,University,159052,Management,Female,Married,Mid City
586,20,High School,102623,Official,Female,Married,Big City
587,36,High School,115589,Official,Male,Single,Small City
588,21,Unknown,59127,Unemployed,Male,Single,Small City
589,47,University,82240,Unemployed,Male,Married,Small City
590,60,University,129425,Official,Male,Single,Mid City
591,58,University,87058,Unemployed,Female,Married,Small City
592,42,University,128462,Official,Female,Married,Big City
593,36,High School,121403,Unemployed,Female,Married,Small City
594,20,High School,88141,Unemployed,Female,Married,Small City
595,40,High School,134946,Management,Male,Single,Big City
596,32,High School,94058,Unemployed,Female,Married,Small City
597,23,High School,99285,Official,Female,Married,Mid City
598,36,High School,108432,Unemployed,Male,Single,Small City
599,31,Unknown,111369,Official,Male,Single,Small City
600,32,Unknown,122612,Official,Male,Single,Big City
601,45,University,134350,Official,Female,Married,Small City
602,30,High School,108838,Official,Female,Married,Big City
603,34,High School,90852,Unemployed,Female,Married,Small City
604,28,High School,151580,Management,Female,Married,Big City
605,23,High School,115681,Official,Female,Married,Mid City
606,22,Unknown,131699,Official,Male,Single,Mid City
607,74,University,192481,Management,Male,Single,Mid City
608,50,University,155122,Official,Female,Married,Big City
609,33,High School,106015,Official,Male,Single,Big City
610,45,High School,108378,Official,Male,Single,Small City
611,22,High School,105257,Official,Female,Married,Mid City
612,48,University,118788,Unemployed,Female,Married,Small City
613,29,High School,162955,Official,Female,Married,Big City
614,22,High School,119511,Official,Female,Married,Big City
615,22,High School,102000,Official,Female,Married,Small City
616,48,High School,254449,Management,Male,Single,Mid City
617,27,Unknown,208446,Management,Male,Single,Big City
618,37,High School,124805,Official,Male,Single,Small City
619,21,High School,139379,Official,Female,Married,Small City
620,49,University,78296,Unemployed,Male,Married,Small City
621,27,Unknown,125598,Official,Male,Single,Mid City
622,32,Unknown,100215,Official,Male,Single,Big City
623,38,High School,130951,Official,Male,Married,Big City
624,22,High School,102480,Official,Female,Married,Big City
625,65,University,136812,Official,Male,Single,Mid City
626,35,High School,106919,Official,Male,Single,Mid City
627,41,High School,131020,Official,Male,Single,Big City
628,29,Unknown,119429,Official,Male,Single,Mid City
629,36,High School,154521,Official,Male,Single,Mid City
630,64,University,117842,Unemployed,Male,Single,Small City
631,28,High School,124566,Official,Female,Married,Big City
632,44,High School,110009,Official,Male,Single,Big City
633,23,Unknown,101210,Official,Male,Single,Mid City
634,19,High School,101258,Official,Female,Married,Small City
635,25,High School,79045,Unemployed,Female,Married,Small City
636,47,High School,110866,Official,Male,Single,Small City
637,28,High School,129640,Official,Female,Married,Big City
638,21,Unknown,227021,Official,Male,Single,Mid City
639,34,High School,108549,Official,Female,Married,Mid City
640,26,Unknown,122693,Official,Male,Single,Small City
641,27,High School,35832,Unemployed,Female,Married,Small City
642,38,High School,81870,Unemployed,Male,Single,Small City
643,40,High School,179790,Management,Male,Single,Big City
644,33,High School,107158,Official,Male,Married,Mid City
645,32,High School,136638,Management,Male,Married,Mid City
646,27,Unknown,158147,Official,Male,Single,Big City
647,32,High School,132587,Official,Male,Married,Big City
648,26,High School,128140,Official,Female,Married,Big City
649,38,High School,117405,Official,Male,Single,Mid City
650,40,High School,68475,Unemployed,Male,Single,Small City
651,50,High School,201656,Management,Male,Single,Big City
652,37,High School,86967,Unemployed,Male,Single,Small City
653,45,High School,118006,Official,Male,Single,Mid City
654,42,High School,223630,Management,Male,Single,Big City
655,35,High School,110442,Official,Male,Single,Small City
656,22,Unknown,115691,Official,Male,Single,Big City
657,41,High School,80232,Unemployed,Male,Single,Small City
658,37,High School,187647,Official,Male,Single,Mid City
659,28,High School,138952,Official,Female,Married,Mid City
660,41,High School,162772,Official,Male,Single,Big City
661,23,High School,111862,Official,Male,Married,Mid City
662,23,High School,90051,Official,Male,Married,Mid City
663,50,High School,121400,Official,Male,Single,Mid City
664,35,High School,137000,Management,Male,Single,Big City
665,50,University,105031,Unemployed,Female,Married,Small City
666,27,Unknown,172153,Management,Male,Single,Big City
667,34,High School,170184,Official,Male,Single,Mid City
668,27,High School,123279,Official,Female,Married,Mid City
669,43,High School,140795,Official,Male,Single,Small City
670,47,High School,144456,Official,Male,Single,Small City
671,27,Unknown,104773,Unemployed,Male,Single,Small City
672,31,Unknown,153353,Official,Male,Single,Mid City
673,42,High School,223018,Management,Male,Single,Mid City
674,24,High School,129177,Official,Male,Married,Big City
675,41,High School,114475,Unemployed,Male,Single,Mid City
676,26,High School,161323,Management,Female,Married,Mid City
677,33,High School,135765,Official,Male,Single,Big City
678,24,High School,158421,Official,Male,Married,Small City
679,64,University,103941,Unemployed,Male,Single,Small City
680,26,High School,101783,Official,Female,Married,Big City
681,56,University,126531,Official,Female,Married,Mid City
682,37,High School,111394,Official,Male,Single,Mid City
683,33,High School,103577,Official,Male,Married,Big City
684,47,University,149545,Official,Male,Married,Mid City
685,31,Unknown,171857,Unemployed,Male,Single,Small City
686,34,High School,149782,Official,Male,Single,Mid City
687,27,Unknown,112470,Official,Male,Single,Mid City
688,30,Unknown,133907,Official,Male,Single,Big City
689,35,High School,127849,Official,Male,Single,Mid City
690,31,Unknown,160279,Official,Male,Single,Big City
691,25,High School,92366,Official,Male,Married,Big City
692,25,High School,104794,Unemployed,Female,Married,Small City
693,29,Unknown,133436,Official,Male,Single,Mid City
694,44,High School,110374,Unemployed,Male,Single,Small City
695,28,Unknown,104263,Official,Male,Single,Mid City
696,50,High School,138752,Official,Male,Single,Small City
697,29,Unknown,102723,Official,Male,Single,Small City
698,38,High School,46297,Unemployed,Female,Married,Small City
699,24,Unknown,96425,Official,Male,Single,Mid City
700,40,High School,158197,Management,Male,Single,Mid City
701,29,High School,98008,Unemployed,Female,Married,Small City
702,46,High School,157473,Official,Male,Single,Small City
703,47,University,149306,Official,Female,Married,Small City
704,41,High School,139236,Official,Male,Single,Mid City
705,32,High School,125890,Official,Female,Married,Big City
706,35,High School,173124,Official,Female,Married,Mid City
707,24,Unknown,164621,Official,Male,Single,Mid City
708,25,High School,124539,Official,Female,Married,Mid City
709,25,High School,107614,Official,Female,Married,Mid City
710,37,High School,88849,Unemployed,Male,Single,Small City
711,32,Unknown,148566,Management,Male,Single,Big City
712,35,High School,106515,Official,Female,Married,Big City
713,46,High School,150465,Management,Male,Single,Mid City
714,25,Unknown,60868,Unemployed,Male,Single,Small City
715,27,Unknown,255198,Management,Male,Single,Big City
716,63,University,183178,Official,Male,Single,Mid City
717,40,High School,121448,Official,Male,Single,Big City
718,32,Unknown,129975,Management,Male,Single,Big City
719,31,Unknown,132950,Official,Male,Single,Big City
720,31,High School,169314,Official,Male,Married,Mid City
721,34,High School,147958,Management,Male,Single,Mid City
722,24,High School,139896,Official,Female,Married,Big City
723,24,High School,68028,Unemployed,Female,Married,Small City
724,66,Graduate,133328,Unemployed,Female,Married,Small City
725,21,High School,108518,Official,Female,Married,Big City
726,41,University,112700,Unemployed,Female,Married,Small City
727,47,University,110190,Unemployed,Male,Married,Small City
728,25,High School,105104,Official,Female,Married,Mid City
729,59,University,184753,Official,Female,Married,Mid City
730,36,High School,162521,Official,Male,Married,Big City
731,33,High School,156794,Official,Male,Single,Mid City
732,21,Unknown,65827,Unemployed,Male,Single,Small City
733,44,University,88490,Unemployed,Female,Married,Small City
734,28,High School,154919,Official,Female,Married,Big City
735,37,High School,129058,Official,Female,Married,Small City
736,29,High School,77532,Unemployed,Female,Married,Small City
737,23,High School,235417,Management,Female,Married,Big City
738,35,High School,113468,Unemployed,Male,Single,Small City
739,45,High School,190803,Management,Male,Single,Big City
740,26,High School,121423,Unemployed,Female,Married,Small City
741,32,Unknown,121347,Official,Male,Single,Mid City
742,23,Unknown,67408,Unemployed,Male,Single,Small City
743,41,High School,123043,Official,Male,Single,Mid City
744,22,Unknown,128387,Official,Male,Single,Big City
745,30,Unknown,250050,Management,Male,Single,Mid City
746,28,Unknown,69588,Unemployed,Male,Single,Small City
747,23,High School,109547,Official,Female,Married,Mid City
748,37,High School,78840,Unemployed,Female,Married,Small City
749,26,Unknown,131122,Official,Male,Single,Small City
750,33,High School,115403,Official,Male,Single,Mid City
751,49,University,110291,Official,Female,Married,Big City
752,23,High School,64811,Unemployed,Female,Married,Small City
753,23,High School,86015,Unemployed,Female,Married,Small City
754,25,High School,142438,Official,Female,Married,Big City
755,55,High School,159303,Official,Male,Single,Mid City
756,32,High School,104957,Official,Female,Married,Mid City
757,74,University,89502,Unemployed,Male,Single,Small City
758,39,High School,121313,Official,Male,Single,Mid City
759,31,Unknown,98102,Official,Male,Single,Small City
760,35,High School,94554,Official,Male,Single,Mid City
761,59,University,162591,Official,Female,Married,Mid City
762,24,High School,106629,Official,Female,Married,Big City
763,24,Unknown,70400,Unemployed,Male,Single,Small City
764,30,Unknown,235660,Management,Male,Single,Big City
765,27,High School,121747,Official,Male,Married,Big City
766,40,High School,85060,Unemployed,Male,Married,Small City
767,31,High School,87630,Unemployed,Male,Married,Small City
768,31,High School,119673,Official,Female,Married,Small City
769,28,Unknown,126060,Official,Male,Single,Big City
770,63,University,96145,Unemployed,Male,Single,Small City
771,26,High School,114830,Official,Female,Married,Small City
772,25,High School,194461,Management,Female,Married,Big City
773,36,High School,150158,Management,Male,Single,Big City
774,52,High School,136323,Official,Male,Single,Big City
775,66,University,111858,Unemployed,Male,Single,Small City
776,25,High School,100198,Official,Female,Married,Small City
777,37,High School,123452,Official,Male,Single,Big City
778,25,High School,120723,Official,Female,Married,Mid City
779,38,High School,215639,Management,Male,Single,Mid City
780,67,Graduate,166712,Official,Female,Married,Mid City
781,25,Unknown,136300,Official,Male,Single,Mid City
782,60,University,166988,Official,Male,Single,Big City
783,31,Unknown,77265,Unemployed,Male,Single,Small City
784,23,High School,85967,Unemployed,Female,Married,Small City
785,60,University,212020,Management,Male,Married,Small City
786,35,High School,126054,Unemployed,Male,Single,Small City
787,40,High School,144589,Official,Male,Single,Small City
788,38,High School,116723,Official,Male,Single,Mid City
789,50,High School,168637,Official,Male,Single,Mid City
790,27,Unknown,139119,Official,Male,Single,Mid City
791,39,University,118610,Official,Female,Married,Big City
792,41,High School,183312,Management,Male,Single,Big City
793,27,High School,96323,Official,Male,Married,Small City
794,51,University,149510,Official,Male,Married,Big City
795,32,Unknown,141922,Official,Male,Single,Big City
796,22,High School,120233,Official,Female,Married,Small City
797,51,High School,172790,Official,Male,Single,Mid City
798,22,High School,66720,Unemployed,Female,Married,Small City
799,54,University,113024,Official,Male,Married,Mid City
800,35,High School,51791,Unemployed,Male,Single,Small City
801,54,High School,118408,Official,Male,Single,Big City
802,48,University,101616,Unemployed,Female,Married,Small City
803,24,High School,127250,Official,Female,Married,Small City
804,35,High School,97290,Official,Male,Single,Small City
805,24,High School,106970,Unemployed,Female,Married,Small City
806,24,Unknown,168147,Official,Male,Single,Big City
807,26,High School,68468,Unemployed,Male,Married,Small City
808,65,University,120780,Official,Male,Single,Big City
809,55,High School,231992,Management,Male,Single,Big City
810,26,High School,53903,Unemployed,Female,Married,Small City
811,26,High School,101511,Official,Male,Married,Big City
812,28,High School,69046,Unemployed,Male,Married,Small City
813,24,Unknown,171584,Official,Male,Single,Mid City
814,54,High School,132367,Official,Male,Single,Big City
815,46,High School,134433,Official,Male,Single,Big City
816,54,University,190518,Official,Female,Married,Small City
817,62,University,152367,Official,Male,Married,Mid City
818,24,High School,101157,Official,Female,Married,Mid City
819,43,University,279593,Management,Male,Married,Big City
820,26,High School,96716,Official,Male,Married,Big City
821,27,High School,95171,Official,Male,Married,Small City
822,24,High School,129162,Official,Male,Married,Big City
823,41,High School,118742,Official,Male,Single,Small City
824,47,High School,74511,Unemployed,Male,Single,Small City
825,35,High School,157272,Management,Male,Married,Mid City
826,30,High School,102374,Official,Male,Married,Small City
827,33,High School,131492,Official,Female,Married,Small City
828,36,High School,128702,Official,Male,Single,Big City
829,47,High School,177509,Official,Male,Single,Big City
830,38,High School,163451,Official,Male,Single,Mid City
831,44,High School,144900,Official,Male,Single,Mid City
832,23,High School,97115,Official,Female,Married,Big City
833,29,Unknown,196568,Official,Male,Single,Big City
834,42,University,158405,Official,Female,Married,Small City
835,25,High School,97376,Unemployed,Female,Married,Small City
836,48,High School,108678,Official,Male,Single,Mid City
837,21,High School,92351,Official,Female,Married,Small City
838,23,High School,61211,Unemployed,Female,Married,Small City
839,63,University,138644,Official,Male,Single,Small City
840,46,University,124824,Official,Male,Married,Big City
841,29,Unknown,132852,Official,Male,Single,Small City
842,28,Unknown,81069,Unemployed,Male,Single,Small City
843,23,High School,104094,Official,Female,Married,Big City
844,50,High School,114853,Official,Male,Single,Small City
845,47,High School,130344,Official,Male,Single,Big City
846,35,High School,135090,Official,Male,Single,Small City
847,68,University,179151,Official,Male,Single,Big City
848,28,High School,97390,Official,Male,Married,Mid City
849,59,University,120160,Official,Male,Single,Small City
850,57,University,82277,Unemployed,Male,Single,Small City
851,33,High School,110844,Official,Male,Married,Big City
852,43,High School,133105,Official,Male,Single,Small City
853,35,High School,102042,Official,Male,Single,Small City
854,32,Unknown,69370,Unemployed,Male,Single,Small City
855,45,High School,200298,Official,Male,Single,Mid City
856,33,High School,117039,Official,Male,Married,Big City
857,40,University,107585,Official,Female,Married,Big City
858,28,Unknown,114429,Official,Male,Single,Small City
859,29,High School,128234,Official,Female,Married,Big City
860,26,Unknown,128580,Official,Male,Single,Big City
861,27,Unknown,177757,Official,Male,Single,Mid City
862,28,High School,106222,Official,Male,Married,Small City
863,35,High School,118428,Official,Female,Married,Big City
864,32,Unknown,139477,Unemployed,Male,Single,Small City
865,25,Unknown,71159,Unemployed,Male,Single,Small City
866,20,High School,131370,Official,Female,Married,Big City
867,27,High School,111567,Official,Female,Married,Big City
868,42,High School,125482,Official,Male,Single,Big City
869,37,High School,160642,Official,Male,Single,Big City
870,24,High School,92498,Official,Female,Married,Small City
871,40,University,199711,Official,Female,Married,Big City
872,46,High School,127588,Official,Male,Single,Big City
873,26,Unknown,107508,Official,Male,Single,Big City
874,24,High School,94629,Official,Female,Married,Big City
875,29,Unknown,87598,Unemployed,Male,Single,Big City
876,40,University,161194,Official,Female,Married,Mid City
877,36,High School,137342,Management,Male,Single,Big City
878,28,Unknown,116848,Official,Male,Single,Mid City
879,27,Unknown,125190,Management,Male,Single,Mid City
880,36,High School,153441,Official,Male,Single,Small City
881,38,High School,195328,Management,Male,Single,Big City
882,48,University,190413,Official,Male,Married,Small City
883,36,High School,118656,Official,Male,Single,Mid City
884,65,Graduate,69487,Unemployed,Female,Married,Small City
885,43,University,145313,Official,Male,Married,Mid City
886,53,University,117005,Official,Female,Married,Mid City
887,34,High School,123243,Official,Male,Single,Mid City
888,23,Unknown,237799,Official,Male,Single,Mid City
889,34,High School,180617,Management,Male,Single,Big City
890,40,High School,167019,Official,Male,Single,Small City
891,43,High School,147745,Management,Male,Single,Big City
892,46,High School,114254,Official,Male,Single,Mid City
893,38,High School,81155,Unemployed,Male,Single,Small City
894,34,High School,151803,Official,Male,Single,Big City
895,29,Unknown,94356,Official,Male,Single,Big City
896,31,Unknown,200621,Management,Male,Single,Big City
897,28,High School,144448,Management,Female,Married,Mid City
898,35,High School,150797,Official,Female,Married,Small City
899,33,High School,84404,Unemployed,Female,Married,Small City
900,42,High School,133373,Official,Male,Single,Big City
901,43,High School,119502,Official,Male,Single,Big City
902,44,University,131619,Official,Male,Married,Small City
903,42,High School,194084,Official,Male,Single,Big City
904,40,High School,108278,Official,Male,Married,Mid City
905,36,High School,130987,Management,Male,Single,Mid City
906,20,Unknown,116582,Management,Male,Single,Big City
907,24,Unknown,85270,Unemployed,Male,Single,Small City
908,27,High School,129227,Official,Male,Married,Small City
909,46,University,108291,Unemployed,Female,Married,Small City
910,33,High School,103091,Unemployed,Female,Married,Small City
911,34,High School,136975,Official,Female,Married,Mid City
912,25,High School,111502,Unemployed,Female,Married,Small City
913,25,High School,124750,Official,Female,Married,Mid City
914,28,High School,146463,Official,Male,Married,Big City
915,31,Unknown,115075,Official,Male,Single,Small City
916,32,High School,308491,Management,Female,Married,Mid City
917,32,Unknown,126368,Official,Male,Single,Small City
918,68,University,287247,Management,Male,Single,Big City
919,33,High School,125535,Official,Male,Married,Big City
920,39,High School,153223,Management,Male,Single,Big City
921,28,High School,106873,Official,Female,Married,Mid City
922,37,High School,268906,Management,Male,Single,Mid City
923,22,High School,97757,Official,Female,Married,Big City
924,30,Unknown,112151,Official,Male,Single,Mid City
925,55,University,172909,Official,Male,Married,Small City
926,46,High School,103387,Official,Male,Single,Mid City
927,21,High School,93916,Official,Female,Married,Big City
928,39,High School,189963,Official,Male,Single,Big City
929,58,University,124191,Official,Male,Single,Small City
930,43,High School,77205,Unemployed,Male,Single,Small City
931,24,Unknown,65917,Unemployed,Male,Single,Small City
932,22,High School,109676,Official,Female,Married,Small City
933,30,Unknown,95682,Official,Male,Single,Big City
934,42,High School,125516,Official,Male,Single,Big City
935,23,High School,99822,Official,Female,Married,Small City
936,30,Unknown,154854,Management,Male,Single,Mid City
937,28,High School,84582,Unemployed,Female,Married,Small City
938,30,High School,145800,Management,Male,Married,Small City
939,42,High School,162869,Official,Male,Single,Mid City
940,46,High School,192379,Management,Male,Single,Big City
941,45,High School,159757,Management,Male,Single,Big City
942,31,Unknown,69571,Unemployed,Male,Single,Small City
943,31,Unknown,93648,Official,Male,Single,Big City
944,42,High School,77472,Unemployed,Male,Single,Small City
945,46,University,121501,Official,Female,Married,Small City
946,30,High School,207262,Official,Female,Married,Small City
947,30,Unknown,143082,Official,Male,Single,Big City
948,38,High School,147760,Management,Male,Single,Mid City
949,43,University,82082,Unemployed,Male,Married,Small City
950,31,Unknown,132991,Official,Male,Single,Mid City
951,40,High School,78436,Unemployed,Male,Married,Small City
952,24,Unknown,99737,Official,Male,Single,Big City
953,28,High School,164915,Official,Female,Married,Small City
954,26,High School,223185,Management,Female,Married,Mid City
955,29,High School,108400,Official,Female,Married,Big City
956,57,University,194882,Management,Female,Married,Mid City
957,49,High School,122186,Unemployed,Male,Single,Small City
958,37,High School,79594,Unemployed,Male,Single,Small City
959,45,High School,104355,Unemployed,Male,Single,Small City
960,30,Unknown,135894,Official,Male,Single,Big City
961,30,High School,103699,Official,Male,Married,Mid City
962,47,University,132145,Official,Male,Married,Mid City
963,29,Unknown,117272,Official,Male,Single,Big City
964,35,High School,137932,Official,Male,Single,Small City
965,22,High School,63972,Unemployed,Male,Married,Small City
966,26,High School,113299,Official,Female,Married,Big City
967,23,Unknown,108540,Unemployed,Male,Single,Small City
968,54,University,174424,Management,Female,Married,Big City
969,29,High School,154991,Official,Male,Married,Big City
970,40,High School,99723,Unemployed,Male,Single,Small City
971,22,Unknown,114584,Official,Male,Single,Big City
972,43,High School,135275,Unemployed,Male,Single,Small City
973,29,High School,41680,Unemployed,Female,Married,Small City
974,36,High School,158769,Official,Male,Single,Mid City
975,33,High School,120596,Official,Female,Married,Small City
976,57,University,139641,Unemployed,Female,Married,Small City
977,64,Graduate,134377,Official,Female,Married,Small City
978,42,High School,125804,Official,Male,Single,Big City
979,47,High School,91858,Unemployed,Male,Single,Small City
980,25,High School,117641,Official,Male,Married,Big City
981,49,High School,188594,Official,Male,Single,Mid City
982,33,High School,162827,Management,Male,Single,Big City
983,28,High School,178991,Management,Female,Married,Big City
984,26,Unknown,159739,Official,Male,Single,Mid City
985,30,Unknown,73401,Unemployed,Male,Single,Small City
986,25,High School,100794,Official,Female,Married,Big City
987,33,High School,167763,Official,Male,Married,Mid City
988,64,Graduate,145174,Official,Female,Married,Small City
989,29,Unknown,176292,Management,Male,Single,Mid City
990,48,High School,94024,Unemployed,Male,Single,Small City
991,37,High School,93740,Unemployed,Male,Single,Small City
992,34,High School,85685,Unemployed,Male,Single,Small City
993,23,High School,69997,Unemployed,Male,Married,Small City
994,30,Unknown,151938,Management,Male,Single,Big City
995,50,High School,122830,Official,Male,Single,Mid City
996,31,High School,78489,Unemployed,Female,Married,Small City
997,40,High School,161999,Management,Male,Married,Mid City
998,38,High School,98032,Official,Male,Single,Big City
999,23,Unknown,96060,Official,Male,Single,Small City
1000,27,Unknown,147968,Official,Male,Single,Mid City
1001,63,University,134853,Official,Female,Married,Mid City
1002,66,University,157576,Management,Male,Single,Big City
1003,43,University,203738,Management,Male,Married,Mid City
1004,44,University,280570,Management,Male,Married,Big City
1005,65,Graduate,69487,Unemployed,Male,Married,Big City
1006,73,Graduate,214126,Management,Female,Married,Mid City
1007,60,University,136671,Official,Male,Single,Mid City
1008,62,University,174337,Official,Male,Married,Mid City
1009,58,University,126710,Official,Female,Married,Mid City
1010,43,University,167139,Management,Female,Married,Big City
1011,64,University,122094,Official,Male,Single,Big City
1012,37,Graduate,170113,Management,Male,Married,Big City
1013,46,University,192698,Management,Female,Married,Mid City
1014,57,University,144197,Official,Male,Married,Big City
1015,51,University,133623,Official,Male,Married,Mid City
1016,32,Graduate,171052,Management,Female,Married,Big City
1017,64,University,130492,Official,Male,Single,Big City
1018,68,University,135705,Official,Male,Single,Mid City
1019,55,University,171804,Management,Female,Married,Big City
1020,73,University,192167,Management,Male,Single,Mid City
1021,34,Graduate,134377,Official,Female,Married,Big City
1022,44,University,146716,Official,Male,Married,Mid City
1023,58,University,267872,Official,Male,Single,Mid City
1024,65,University,142193,Unemployed,Female,Married,Mid City
1025,56,University,183765,Official,Female,Married,Mid City
1026,42,University,218664,Management,Female,Married,Big City
1027,65,Graduate,145174,Official,Female,Married,Big City
1028,72,University,224961,Management,Male,Single,Big City
1029,45,University,262634,Management,Female,Married,Big City
1030,68,University,287106,Management,Male,Single,Big City
1031,60,University,166298,Management,Male,Single,Mid City
1032,30,Graduate,133328,Unemployed,Female,Married,Big City
1033,63,University,129798,Official,Male,Single,Mid City
1034,57,University,281084,Management,Male,Single,Mid City
1035,46,University,160678,Official,Female,Married,Big City
1036,70,Graduate,167532,Official,Female,Married,Mid City
1037,65,University,178591,Official,Male,Single,Big City
1038,63,University,273063,Management,Male,Single,Big City
1039,54,University,149410,Official,Male,Married,Big City
1040,49,University,124658,Official,Male,Married,Big City
1041,64,University,153645,Official,Female,Married,Big City
1042,61,University,308529,Management,Female,Married,Big City
1043,57,University,155062,Official,Female,Married,Big City
1044,42,University,199654,Official,Female,Married,Big City
1045,62,University,124723,Official,Male,Single,Big City
1046,41,University,127752,Official,Female,Married,Big City
1047,51,University,157595,Management,Female,Married,Mid City
1048,38,University,135534,Official,Female,Married,Big City
1049,56,University,166264,Management,Female,Married,Big City
1050,43,University,147259,Official,Female,Married,Mid City
1051,48,University,161116,Official,Female,Married,Mid City
1052,61,University,139380,Official,Male,Single,Mid City
1053,48,University,213768,Management,Male,Married,Big City
1054,68,University,125903,Official,Male,Single,Big City
1055,62,University,163940,Official,Female,Married,Mid City
1056,56,University,173378,Management,Female,Married,Big City
1057,53,University,126847,Official,Female,Married,Mid City
1058,33,Graduate,166712,Official,Male,Married,Big City
1059,60,University,189166,Official,Female,Married,Mid City
1060,47,University,161714,Official,Female,Married,Mid City
1061,25,Graduate,214364,Management,Male,Married,Big City
1062,64,University,184680,Official,Male,Single,Mid City
1063,73,University,214732,Management,Male,Single,Mid City
1064,66,University,152527,Official,Male,Married,Mid City
1065,76,Graduate,170366,Management,Female,Married,Mid City
1066,60,University,194532,Management,Female,Married,Mid City
1067,57,University,125883,Official,Female,Married,Big City
1068,30,Graduate,131242,Official,Male,Married,Big City
1069,43,University,159880,Management,Male,Married,Mid City
1070,57,University,165519,Official,Male,Single,Big City
1071,51,University,149653,Official,Male,Married,Mid City
1072,61,University,134102,Official,Female,Married,Mid City
1073,64,University,159378,Management,Male,Single,Big City
1074,41,University,205476,Management,Male,Married,Mid City
1075,43,University,280566,Management,Male,Married,Big City
1076,67,Graduate,71823,Unemployed,Male,Married,Big City
1077,71,Graduate,211572,Management,Female,Married,Mid City
1078,59,University,136123,Official,Male,Single,Mid City
1079,60,University,176372,Official,Male,Married,Mid City
1080,60,University,128271,Official,Female,Married,Mid City
1081,45,University,169020,Management,Female,Married,Big City
1082,63,University,122267,Official,Male,Single,Big City
1083,38,Graduate,169324,Management,Male,Married,Big City
1084,46,University,192561,Management,Female,Married,Mid City
1085,55,University,145781,Official,Male,Married,Big City
1086,50,University,135376,Official,Male,Married,Mid City
1087,30,Graduate,169002,Management,Female,Married,Big City
1088,63,University,128469,Official,Male,Single,Big City
1089,67,University,135567,Official,Male,Single,Mid City
1090,54,University,170644,Management,Female,Married,Big City
1091,71,University,192360,Management,Male,Single,Mid City
1092,32,Graduate,133235,Official,Female,Married,Big City
1093,45,University,260847,Management,Female,Married,Big City
1094,65,University,285647,Management,Male,Single,Big City
1095,62,University,164816,Management,Male,Single,Mid City
1096,28,Graduate,130148,Unemployed,Female,Married,Big City
1097,65,University,129838,Official,Male,Single,Mid City
1098,57,University,281647,Management,Male,Single,Mid City
1099,48,University,157305,Official,Female,Married,Big City
1100,71,Graduate,163654,Official,Female,Married,Mid City
1101,38,High School,82398,Official,Male,Single,Mid City
1102,40,High School,107710,Official,Male,Married,Mid City
1103,49,High School,122346,Official,Male,Single,Mid City
1104,32,High School,155540,Management,Male,Married,Mid City
1105,45,High School,127572,Official,Male,Single,Mid City
1106,40,High School,154031,Management,Male,Single,Mid City
1107,66,University,164931,Management,Male,Single,Big City
1108,38,High School,123003,Official,Male,Single,Big City
1109,20,High School,89605,Official,Male,Married,Mid City
1110,48,High School,117721,Official,Male,Single,Mid City
1111,46,University,168904,Management,Male,Married,Mid City
1112,32,High School,137576,Management,Male,Single,Big City
1113,54,High School,111274,Official,Male,Single,Mid City
1114,24,High School,94249,Management,Male,Married,Big City
1115,27,High School,180940,Management,Male,Married,Mid City
1116,57,High School,125032,Official,Male,Single,Big City
1117,38,High School,138011,Management,Male,Single,Mid City
1118,40,High School,144850,Official,Male,Single,Mid City
1119,20,High School,107270,Official,Male,Married,Big City
1120,36,High School,113405,Management,Male,Single,Big City
1121,47,High School,137338,Official,Male,Single,Big City
1122,64,University,125119,Unemployed,Male,Single,Big City
1123,42,High School,159745,Management,Male,Single,Big City
1124,44,High School,181262,Management,Male,Single,Big City
1125,30,High School,90500,Management,Male,Married,Big City
1126,37,High School,102733,Official,Male,Single,Mid City
1127,42,High School,135493,Official,Male,Single,Big City
1128,62,University,169044,Official,Male,Married,Mid City
1129,49,High School,178549,Official,Male,Single,Big City
1130,52,High School,159716,Official,Male,Single,Big City
1131,36,High School,170118,Management,Male,Married,Mid City
1132,49,High School,143886,Unemployed,Male,Single,Mid City
1133,42,High School,130164,Management,Male,Single,Big City
1134,38,High School,114476,Official,Male,Single,Mid City
1135,50,High School,126143,Official,Male,Single,Mid City
1136,34,High School,129654,Management,Male,Married,Big City
1137,43,High School,123202,Official,Male,Single,Big City
1138,40,High School,160524,Official,Male,Single,Mid City
1139,56,University,126906,Official,Male,Single,Mid City
1140,41,High School,143994,Management,Male,Single,Big City
1141,30,High School,123517,Management,Male,Married,Big City
1142,28,High School,129055,Official,Male,Married,Big City
1143,64,University,136312,Unemployed,Male,Single,Big City
1144,67,University,112486,Official,Male,Single,Big City
1145,37,High School,152401,Management,Male,Single,Mid City
1146,31,High School,157453,Management,Male,Single,Mid City
1147,32,High School,142870,Management,Male,Single,Big City
1148,52,University,137231,Official,Male,Married,Big City
